<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IBE.MC,D,20060112,000000,5.74,5.79,5.73,5.73,13130800,0
IBE.MC,D,20060113,000000,5.71,5.72,5.67,5.69,71885300,0
IBE.MC,D,20060116,000000,5.68,5.73,5.67,5.72,9212400,0
IBE.MC,D,20060117,000000,5.68,5.69,5.65,5.66,35330300,0
IBE.MC,D,20060118,000000,5.62,5.64,5.59,5.62,85004700,0
IBE.MC,D,20060119,000000,5.63,5.74,5.62,5.73,27927200,0
IBE.MC,D,20060120,000000,5.73,5.76,5.68,5.69,30434500,0
IBE.MC,D,20060123,000000,5.65,5.71,5.63,5.69,22093600,0
IBE.MC,D,20060124,000000,5.67,5.73,5.66,5.68,15703800,0
IBE.MC,D,20060125,000000,5.69,5.74,5.68,5.74,21558600,0
IBE.MC,D,20060126,000000,5.73,5.81,5.73,5.79,23659400,0
IBE.MC,D,20060127,000000,5.81,5.84,5.78,5.83,14918300,0
IBE.MC,D,20060130,000000,5.80,5.82,5.76,5.80,13120200,0
IBE.MC,D,20060131,000000,5.80,5.88,5.80,5.86,27161000,0
IBE.MC,D,20060201,000000,5.84,5.94,5.82,5.93,25419300,0
IBE.MC,D,20060202,000000,5.93,6.07,5.93,5.98,24745100,0
IBE.MC,D,20060203,000000,6.00,6.16,5.99,6.12,43046400,0
IBE.MC,D,20060206,000000,6.12,6.25,6.09,6.09,23030400,0
IBE.MC,D,20060207,000000,6.09,6.12,5.89,6.04,30848100,0
IBE.MC,D,20060208,000000,5.99,6.03,5.97,6.01,14871600,0
IBE.MC,D,20060209,000000,6.03,6.10,6.02,6.10,17127800,0
IBE.MC,D,20060210,000000,6.10,6.27,6.09,6.18,27225700,0
IBE.MC,D,20060213,000000,6.18,6.26,6.18,6.24,14910200,0
IBE.MC,D,20060214,000000,6.24,6.26,6.17,6.24,14287300,0
IBE.MC,D,20060215,000000,6.24,6.25,6.18,6.20,16854700,0
IBE.MC,D,20060216,000000,6.20,6.22,6.13,6.18,20454400,0
IBE.MC,D,20060217,000000,6.17,6.24,6.15,6.20,15487300,0
IBE.MC,D,20060220,000000,6.18,6.36,6.18,6.34,26861700,0
IBE.MC,D,20060221,000000,6.70,6.84,6.60,6.73,107691200,0
IBE.MC,D,20060222,000000,6.70,6.93,6.64,6.85,45096800,0
IBE.MC,D,20060223,000000,6.90,6.90,6.73,6.77,27583200,0
IBE.MC,D,20060224,000000,6.78,6.95,6.78,6.91,38064800,0
IBE.MC,D,20060227,000000,6.90,6.95,6.79,6.80,44388400,0
IBE.MC,D,20060228,000000,6.78,6.80,6.56,6.62,54150500,0
IBE.MC,D,20060301,000000,6.62,6.66,6.55,6.65,53297200,0
IBE.MC,D,20060302,000000,6.66,6.69,6.58,6.62,28055000,0
IBE.MC,D,20060303,000000,6.61,6.64,6.55,6.55,24218900,0
IBE.MC,D,20060306,000000,6.56,6.58,6.44,6.49,18550500,0
IBE.MC,D,20060307,000000,6.47,6.49,6.39,6.47,21344600,0
IBE.MC,D,20060308,000000,6.49,6.54,6.44,6.48,18362600,0
IBE.MC,D,20060309,000000,6.57,6.57,6.50,6.51,16073000,0
IBE.MC,D,20060310,000000,6.50,6.61,6.47,6.59,13961300,0
IBE.MC,D,20060313,000000,6.60,6.68,6.56,6.61,15233800,0
IBE.MC,D,20060314,000000,6.58,6.65,6.53,6.64,15667700,0
IBE.MC,D,20060315,000000,6.68,6.68,6.60,6.62,19429900,0
IBE.MC,D,20060316,000000,6.62,6.70,6.59,6.69,20936400,0
IBE.MC,D,20060317,000000,6.70,6.82,6.70,6.72,63056000,0
IBE.MC,D,20060320,000000,6.73,6.86,6.73,6.81,29096800,0
IBE.MC,D,20060321,000000,6.84,6.84,6.74,6.81,13044200,0
IBE.MC,D,20060322,000000,6.75,6.85,6.73,6.85,11146300,0
IBE.MC,D,20060323,000000,6.85,6.86,6.78,6.85,15411700,0
IBE.MC,D,20060324,000000,6.82,6.89,6.82,6.85,15421000,0
IBE.MC,D,20060327,000000,6.81,6.84,6.72,6.74,12380000,0
IBE.MC,D,20060328,000000,6.74,6.77,6.63,6.68,23960500,0
IBE.MC,D,20060329,000000,6.68,6.70,6.65,6.68,11633500,0
IBE.MC,D,20060330,000000,6.71,6.74,6.64,6.70,15102300,0
IBE.MC,D,20060331,000000,6.65,6.69,6.61,6.66,49211600,0
IBE.MC,D,20060403,000000,6.70,6.71,6.61,6.61,22031500,0
IBE.MC,D,20060404,000000,6.60,6.64,6.54,6.62,16379000,0
IBE.MC,D,20060405,000000,6.59,6.70,6.56,6.66,20279600,0
IBE.MC,D,20060406,000000,6.72,6.72,6.59,6.61,15787700,0
IBE.MC,D,20060407,000000,6.61,6.62,6.45,6.53,21819400,0
IBE.MC,D,20060410,000000,6.49,6.59,6.47,6.54,6812600,0
IBE.MC,D,20060411,000000,6.51,6.57,6.40,6.44,15952400,0
IBE.MC,D,20060412,000000,6.43,6.47,6.35,6.41,15474400,0
IBE.MC,D,20060413,000000,6.41,6.45,6.35,6.41,8332000,0
IBE.MC,D,20060414,000000,6.41,6.41,6.41,6.41,000,0
IBE.MC,D,20060417,000000,6.41,6.41,6.41,6.41,000,0
IBE.MC,D,20060418,000000,6.41,6.42,6.28,6.39,15818700,0
IBE.MC,D,20060419,000000,6.43,6.51,6.38,6.48,19249200,0
IBE.MC,D,20060420,000000,6.49,6.54,6.46,6.49,10509200,0
IBE.MC,D,20060421,000000,6.51,6.53,6.48,6.51,17909500,0
IBE.MC,D,20060424,000000,6.48,6.51,6.39,6.43,16528300,0
IBE.MC,D,20060425,000000,6.41,6.46,6.34,6.39,23959300,0
IBE.MC,D,20060426,000000,6.42,6.44,6.38,6.43,12074900,0
IBE.MC,D,20060427,000000,6.47,6.47,6.36,6.43,44383700,0
IBE.MC,D,20060428,000000,6.45,6.49,6.40,6.45,43713300,0
IBE.MC,D,20060501,000000,6.45,6.45,6.45,6.45,000,0
