<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IBE.MC,D,20030321,000000,3.71,3.72,3.68,3.71,21451800,0
IBE.MC,D,20030324,000000,3.70,3.70,3.62,3.64,45918600,0
IBE.MC,D,20030325,000000,3.63,3.80,3.63,3.75,25919100,0
IBE.MC,D,20030326,000000,3.75,3.81,3.73,3.75,22422500,0
IBE.MC,D,20030327,000000,3.74,3.78,3.69,3.76,9808300,0
IBE.MC,D,20030328,000000,3.74,3.74,3.69,3.74,10632900,0
IBE.MC,D,20030331,000000,3.74,3.78,3.70,3.73,22138000,0
IBE.MC,D,20030401,000000,3.76,3.77,3.71,3.76,11786400,0
IBE.MC,D,20030402,000000,3.80,3.85,3.78,3.81,14462600,0
IBE.MC,D,20030403,000000,3.81,3.87,3.81,3.85,20493600,0
IBE.MC,D,20030404,000000,3.84,3.87,3.78,3.79,13593900,0
IBE.MC,D,20030407,000000,3.81,3.86,3.76,3.78,15069600,0
IBE.MC,D,20030408,000000,3.76,3.82,3.75,3.78,15475800,0
IBE.MC,D,20030409,000000,3.80,3.81,3.73,3.75,17485900,0
IBE.MC,D,20030410,000000,3.74,3.80,3.73,3.78,12989600,0
IBE.MC,D,20030411,000000,3.78,3.80,3.74,3.76,7343800,0
IBE.MC,D,20030414,000000,3.76,3.78,3.74,3.74,7829400,0
IBE.MC,D,20030415,000000,3.75,3.78,3.74,3.75,10979100,0
IBE.MC,D,20030416,000000,3.77,3.79,3.75,3.77,8737300,0
IBE.MC,D,20030417,000000,3.75,3.79,3.75,3.76,5967300,0
IBE.MC,D,20030418,000000,3.76,3.76,3.76,3.76,000,0
IBE.MC,D,20030421,000000,3.76,3.76,3.76,3.76,000,0
IBE.MC,D,20030422,000000,3.75,3.80,3.74,3.78,8770900,0
IBE.MC,D,20030423,000000,3.80,3.81,3.74,3.77,13716000,0
IBE.MC,D,20030424,000000,3.78,3.79,3.71,3.72,15380800,0
IBE.MC,D,20030425,000000,3.70,3.76,3.70,3.71,13752000,0
IBE.MC,D,20030428,000000,3.72,3.76,3.70,3.72,10752900,0
IBE.MC,D,20030429,000000,3.75,3.77,3.73,3.75,19289400,0
IBE.MC,D,20030430,000000,3.63,3.69,3.60,3.61,37827900,0
IBE.MC,D,20030501,000000,3.61,3.61,3.61,3.61,000,0
IBE.MC,D,20030502,000000,3.60,3.61,3.57,3.61,18563500,0
IBE.MC,D,20030505,000000,3.60,3.63,3.55,3.56,14189700,0
IBE.MC,D,20030506,000000,3.59,3.62,3.54,3.61,19770600,0
IBE.MC,D,20030507,000000,3.57,3.61,3.53,3.54,19606500,0
IBE.MC,D,20030508,000000,3.54,3.58,3.52,3.54,20702700,0
IBE.MC,D,20030509,000000,3.55,3.66,3.53,3.64,22875900,0
IBE.MC,D,20030512,000000,3.64,3.65,3.58,3.63,19896900,0
IBE.MC,D,20030513,000000,3.64,3.65,3.59,3.65,14048800,0
IBE.MC,D,20030514,000000,3.63,3.69,3.63,3.63,18465800,0
IBE.MC,D,20030515,000000,3.64,3.69,3.62,3.67,8924800,0
IBE.MC,D,20030516,000000,3.66,3.70,3.65,3.69,9780500,0
IBE.MC,D,20030519,000000,3.68,3.68,3.63,3.65,11182600,0
IBE.MC,D,20030520,000000,3.65,3.70,3.63,3.68,12699800,0
IBE.MC,D,20030521,000000,3.67,3.67,3.62,3.65,13051200,0
IBE.MC,D,20030522,000000,3.65,3.69,3.63,3.69,30477300,0
IBE.MC,D,20030523,000000,3.69,3.70,3.66,3.70,26865800,0
IBE.MC,D,20030526,000000,3.69,3.72,3.66,3.66,5483400,0
IBE.MC,D,20030527,000000,3.67,3.72,3.66,3.70,27650500,0
IBE.MC,D,20030528,000000,3.72,3.75,3.70,3.71,37563800,0
IBE.MC,D,20030529,000000,3.70,3.73,3.69,3.70,13948300,0
IBE.MC,D,20030530,000000,3.69,3.71,3.67,3.71,18176900,0
IBE.MC,D,20030602,000000,3.72,3.75,3.67,3.70,32822200,0
IBE.MC,D,20030603,000000,3.70,3.72,3.65,3.68,12937600,0
IBE.MC,D,20030604,000000,3.71,3.73,3.69,3.73,21030200,0
IBE.MC,D,20030605,000000,3.73,3.74,3.67,3.70,36040900,0
IBE.MC,D,20030606,000000,3.72,3.72,3.67,3.72,43722200,0
IBE.MC,D,20030609,000000,3.71,3.72,3.66,3.68,17568600,0
IBE.MC,D,20030610,000000,3.68,3.70,3.65,3.67,8640600,0
IBE.MC,D,20030611,000000,3.69,3.69,3.64,3.66,28284600,0
IBE.MC,D,20030612,000000,3.65,3.69,3.64,3.69,29592800,0
IBE.MC,D,20030613,000000,3.69,3.74,3.67,3.70,11315500,0
IBE.MC,D,20030616,000000,3.70,3.76,3.69,3.75,22505200,0
IBE.MC,D,20030617,000000,3.77,3.80,3.75,3.79,71791100,0
IBE.MC,D,20030618,000000,3.80,3.82,3.78,3.80,36362900,0
IBE.MC,D,20030619,000000,3.81,3.81,3.78,3.78,18297000,0
IBE.MC,D,20030620,000000,3.77,3.87,3.77,3.87,77044000,0
IBE.MC,D,20030623,000000,3.81,3.86,3.80,3.82,27053400,0
IBE.MC,D,20030624,000000,3.81,3.83,3.76,3.77,141790800,0
IBE.MC,D,20030625,000000,3.79,3.81,3.77,3.80,35270700,0
IBE.MC,D,20030626,000000,3.81,3.84,3.79,3.82,123133600,0
IBE.MC,D,20030627,000000,3.84,3.85,3.77,3.81,26141000,0
IBE.MC,D,20030630,000000,3.81,3.82,3.76,3.77,44679700,0
IBE.MC,D,20030701,000000,3.71,3.72,3.65,3.71,61456200,0
IBE.MC,D,20030702,000000,3.75,3.76,3.72,3.72,31323800,0
IBE.MC,D,20030703,000000,3.72,3.74,3.67,3.70,59138800,0
IBE.MC,D,20030704,000000,3.68,3.74,3.67,3.69,39000000,0
IBE.MC,D,20030707,000000,3.71,3.75,3.70,3.75,10766700,0
IBE.MC,D,20030708,000000,3.72,3.77,3.71,3.71,116463800,0
IBE.MC,D,20030709,000000,3.71,3.74,3.71,3.73,16503200,0
IBE.MC,D,20030710,000000,3.73,3.76,3.72,3.75,13722200,0
IBE.MC,D,20030711,000000,3.77,3.80,3.75,3.80,34961500,0
IBE.MC,D,20030714,000000,3.82,3.85,3.81,3.82,23267300,0
IBE.MC,D,20030715,000000,3.81,3.83,3.78,3.81,23321800,0
IBE.MC,D,20030716,000000,3.83,3.83,3.71,3.75,29754600,0
IBE.MC,D,20030717,000000,3.75,3.77,3.72,3.75,22308700,0
IBE.MC,D,20030718,000000,3.76,3.79,3.73,3.74,19684400,0
IBE.MC,D,20030721,000000,3.76,3.77,3.72,3.74,29978900,0
IBE.MC,D,20030722,000000,3.73,3.77,3.73,3.74,25771100,0
IBE.MC,D,20030723,000000,3.76,3.76,3.72,3.74,9092600,0
IBE.MC,D,20030724,000000,3.74,3.79,3.73,3.79,25581500,0
IBE.MC,D,20030725,000000,3.78,3.83,3.76,3.79,10453900,0
IBE.MC,D,20030728,000000,3.81,3.83,3.76,3.78,31456400,0
IBE.MC,D,20030729,000000,3.79,3.80,3.73,3.75,28867600,0
IBE.MC,D,20030730,000000,3.78,3.79,3.74,3.78,13596900,0
IBE.MC,D,20030731,000000,3.80,3.81,3.75,3.80,19648500,0
IBE.MC,D,20030801,000000,3.79,3.81,3.72,3.73,18735500,0
IBE.MC,D,20030804,000000,3.74,3.79,3.72,3.73,14613000,0
IBE.MC,D,20030805,000000,3.76,3.76,3.73,3.75,22026300,0
IBE.MC,D,20030806,000000,3.74,3.75,3.72,3.74,12772900,0
IBE.MC,D,20030807,000000,3.74,3.74,3.71,3.73,32396600,0
IBE.MC,D,20030808,000000,3.74,3.76,3.71,3.76,8485600,0
IBE.MC,D,20030811,000000,3.75,3.75,3.72,3.75,8305400,0
IBE.MC,D,20030812,000000,3.74,3.76,3.73,3.76,5932800,0
IBE.MC,D,20030813,000000,3.76,3.78,3.72,3.75,9225500,0
IBE.MC,D,20030814,000000,3.75,3.79,3.74,3.79,8669900,0
IBE.MC,D,20030815,000000,3.79,3.79,3.79,3.79,000,0
IBE.MC,D,20030818,000000,3.81,3.86,3.79,3.86,58818400,0
IBE.MC,D,20030819,000000,3.86,3.87,3.82,3.83,20821500,0
IBE.MC,D,20030820,000000,3.84,3.85,3.81,3.85,11563800,0
IBE.MC,D,20030821,000000,3.86,3.88,3.82,3.85,80757300,0
IBE.MC,D,20030822,000000,3.86,3.91,3.84,3.89,29289900,0
IBE.MC,D,20030825,000000,3.89,3.91,3.88,3.90,9106800,0
IBE.MC,D,20030826,000000,3.90,3.93,3.87,3.87,16717600,0
IBE.MC,D,20030827,000000,3.88,3.90,3.87,3.88,10177400,0
IBE.MC,D,20030828,000000,3.90,3.92,3.86,3.88,14897600,0
IBE.MC,D,20030829,000000,3.89,3.91,3.86,3.87,16060600,0
IBE.MC,D,20030901,000000,3.90,3.93,3.88,3.90,9733700,0
IBE.MC,D,20030902,000000,3.90,3.91,3.86,3.86,17992100,0
IBE.MC,D,20030903,000000,3.87,3.88,3.79,3.81,69869000,0
IBE.MC,D,20030904,000000,3.83,3.84,3.76,3.81,75268600,0
IBE.MC,D,20030905,000000,3.80,3.84,3.80,3.83,40001800,0
IBE.MC,D,20030908,000000,3.86,3.87,3.83,3.84,33541300,0
IBE.MC,D,20030909,000000,3.84,3.86,3.80,3.83,10163900,0
IBE.MC,D,20030910,000000,3.83,3.85,3.80,3.83,11407700,0
IBE.MC,D,20030911,000000,3.83,3.84,3.80,3.83,8212300,0
IBE.MC,D,20030912,000000,3.86,3.86,3.79,3.80,7216200,0
IBE.MC,D,20030915,000000,3.82,3.82,3.75,3.77,14460700,0
IBE.MC,D,20030916,000000,3.78,3.81,3.76,3.80,13711300,0
IBE.MC,D,20030917,000000,3.81,3.83,3.77,3.78,23822200,0
IBE.MC,D,20030918,000000,3.77,3.83,3.77,3.81,26846200,0
IBE.MC,D,20030919,000000,3.84,3.84,3.80,3.84,87295500,0
IBE.MC,D,20030922,000000,3.81,3.81,3.73,3.76,89537800,0
IBE.MC,D,20030923,000000,3.80,3.80,3.72,3.74,28883900,0
IBE.MC,D,20030924,000000,3.75,3.76,3.71,3.71,14939700,0
IBE.MC,D,20030925,000000,3.68,3.71,3.65,3.70,75547900,0
IBE.MC,D,20030926,000000,3.69,3.70,3.64,3.66,24813300,0
IBE.MC,D,20030929,000000,3.68,3.69,3.64,3.64,15730900,0
IBE.MC,D,20030930,000000,3.65,3.67,3.60,3.61,92036400,0
IBE.MC,D,20031001,000000,3.63,3.68,3.62,3.66,103418200,0
IBE.MC,D,20031002,000000,3.68,3.68,3.64,3.66,31029500,0
IBE.MC,D,20031003,000000,3.66,3.70,3.64,3.70,18466100,0
IBE.MC,D,20031006,000000,3.69,3.70,3.66,3.67,14142500,0
IBE.MC,D,20031007,000000,3.69,3.69,3.64,3.67,11713800,0
IBE.MC,D,20031008,000000,3.64,3.69,3.63,3.67,15857100,0
IBE.MC,D,20031009,000000,3.68,3.72,3.66,3.71,12174000,0
IBE.MC,D,20031010,000000,3.72,3.72,3.68,3.69,11212200,0
IBE.MC,D,20031013,000000,3.71,3.72,3.67,3.69,14114700,0
IBE.MC,D,20031014,000000,3.69,3.70,3.67,3.68,10240300,0
IBE.MC,D,20031015,000000,3.70,3.71,3.66,3.67,16543600,0
IBE.MC,D,20031016,000000,3.67,3.70,3.66,3.67,14350000,0
IBE.MC,D,20031017,000000,3.68,3.69,3.63,3.65,22199100,0
IBE.MC,D,20031020,000000,3.63,3.67,3.63,3.65,10979200,0
IBE.MC,D,20031021,000000,3.68,3.69,3.65,3.67,10537700,0
IBE.MC,D,20031022,000000,3.67,3.68,3.61,3.62,12559500,0
IBE.MC,D,20031023,000000,3.62,3.62,3.58,3.60,13740700,0
IBE.MC,D,20031024,000000,3.60,3.62,3.56,3.61,12592900,0
IBE.MC,D,20031027,000000,3.62,3.67,3.60,3.64,12631200,0
IBE.MC,D,20031028,000000,3.63,3.67,3.63,3.65,15803200,0
IBE.MC,D,20031029,000000,3.67,3.67,3.62,3.62,14375600,0
IBE.MC,D,20031030,000000,3.62,3.65,3.60,3.64,32035200,0
IBE.MC,D,20031031,000000,3.62,3.66,3.58,3.59,82013300,0
IBE.MC,D,20031103,000000,3.60,3.65,3.59,3.64,27777400,0
IBE.MC,D,20031104,000000,3.62,3.65,3.62,3.64,24758300,0
IBE.MC,D,20031105,000000,3.64,3.64,3.60,3.62,22734400,0
IBE.MC,D,20031106,000000,3.62,3.65,3.61,3.64,25671700,0
IBE.MC,D,20031107,000000,3.65,3.65,3.62,3.63,17995500,0
IBE.MC,D,20031110,000000,3.63,3.63,3.61,3.61,19799300,0
IBE.MC,D,20031111,000000,3.61,3.61,3.60,3.61,11134300,0
IBE.MC,D,20031112,000000,3.61,3.62,3.59,3.62,12530800,0
IBE.MC,D,20031113,000000,3.63,3.64,3.60,3.62,16848500,0
IBE.MC,D,20031114,000000,3.62,3.63,3.60,3.62,33086400,0
IBE.MC,D,20031117,000000,3.62,3.62,3.58,3.58,29341800,0
IBE.MC,D,20031118,000000,3.59,3.59,3.55,3.56,22520500,0
IBE.MC,D,20031119,000000,3.54,3.59,3.53,3.57,26445700,0
IBE.MC,D,20031120,000000,3.59,3.60,3.54,3.59,18629600,0
IBE.MC,D,20031121,000000,3.58,3.61,3.58,3.60,34823500,0
IBE.MC,D,20031124,000000,3.60,3.62,3.59,3.62,36357800,0
IBE.MC,D,20031125,000000,3.62,3.62,3.60,3.60,16750300,0
IBE.MC,D,20031126,000000,3.60,3.63,3.60,3.61,11690500,0
IBE.MC,D,20031127,000000,3.62,3.63,3.61,3.61,8217000,0
IBE.MC,D,20031128,000000,3.61,3.62,3.57,3.60,33734600,0
IBE.MC,D,20031201,000000,3.62,3.66,3.61,3.65,17633900,0
IBE.MC,D,20031202,000000,3.63,3.65,3.61,3.63,15367000,0
IBE.MC,D,20031203,000000,3.63,3.66,3.62,3.65,10722600,0
IBE.MC,D,20031204,000000,3.64,3.65,3.61,3.62,18149300,0
IBE.MC,D,20031205,000000,3.62,3.62,3.58,3.62,24467100,0
IBE.MC,D,20031208,000000,3.62,3.62,3.62,3.62,000,0
IBE.MC,D,20031209,000000,3.59,3.62,3.58,3.62,24847200,0
IBE.MC,D,20031210,000000,3.62,3.62,3.59,3.61,23482400,0
IBE.MC,D,20031211,000000,3.60,3.64,3.60,3.64,15079500,0
IBE.MC,D,20031212,000000,3.66,3.68,3.65,3.67,22790600,0
IBE.MC,D,20031215,000000,3.71,3.72,3.69,3.69,62503000,0
IBE.MC,D,20031216,000000,3.70,3.74,3.69,3.73,105592800,0
IBE.MC,D,20031217,000000,3.74,3.79,3.74,3.78,35885600,0
IBE.MC,D,20031218,000000,3.78,3.85,3.78,3.84,50468100,0
IBE.MC,D,20031219,000000,3.83,3.85,3.80,3.85,120260900,0
IBE.MC,D,20031222,000000,3.84,3.87,3.83,3.87,107008800,0
IBE.MC,D,20031223,000000,3.87,3.90,3.86,3.90,54947400,0
IBE.MC,D,20031224,000000,3.90,3.90,3.90,3.90,000,0
IBE.MC,D,20031225,000000,3.90,3.90,3.90,3.90,000,0
IBE.MC,D,20031226,000000,3.90,3.90,3.90,3.90,000,0
IBE.MC,D,20031229,000000,3.91,3.94,3.91,3.94,84528100,0
IBE.MC,D,20031230,000000,3.99,3.99,3.91,3.92,27699800,0
IBE.MC,D,20031231,000000,3.92,3.92,3.92,3.92,000,0
IBE.MC,D,20040101,000000,3.92,3.92,3.92,3.92,000,0
IBE.MC,D,20040102,000000,3.86,3.88,3.85,3.88,15870800,0
IBE.MC,D,20040105,000000,3.88,3.89,3.85,3.89,73720000,0
IBE.MC,D,20040106,000000,3.89,3.89,3.89,3.89,000,0
IBE.MC,D,20040107,000000,3.89,3.90,3.79,3.85,89479000,0
IBE.MC,D,20040108,000000,3.82,3.85,3.79,3.82,25218800,0
IBE.MC,D,20040109,000000,3.84,3.85,3.80,3.82,33899100,0
IBE.MC,D,20040112,000000,3.82,3.84,3.81,3.83,13544200,0
IBE.MC,D,20040113,000000,3.84,3.89,3.83,3.88,14423900,0
IBE.MC,D,20040114,000000,3.85,3.89,3.85,3.88,19878500,0
IBE.MC,D,20040115,000000,3.89,3.89,3.86,3.88,31319200,0
IBE.MC,D,20040116,000000,3.87,3.90,3.81,3.85,45244000,0
IBE.MC,D,20040119,000000,3.85,3.88,3.84,3.85,11601500,0
IBE.MC,D,20040120,000000,3.84,3.87,3.83,3.86,21552100,0
IBE.MC,D,20040121,000000,3.86,3.88,3.85,3.88,36330100,0
IBE.MC,D,20040122,000000,3.88,3.90,3.86,3.88,14025100,0
IBE.MC,D,20040123,000000,3.89,3.91,3.87,3.90,13720700,0
IBE.MC,D,20040126,000000,3.91,3.91,3.86,3.86,16597600,0
IBE.MC,D,20040127,000000,3.87,3.90,3.85,3.86,19658000,0
IBE.MC,D,20040128,000000,3.85,3.90,3.85,3.90,46602600,0
IBE.MC,D,20040129,000000,3.88,3.92,3.87,3.88,70123900,0
IBE.MC,D,20040130,000000,3.89,3.90,3.83,3.86,104932800,0
IBE.MC,D,20040202,000000,3.87,3.91,3.86,3.90,14054400,0
IBE.MC,D,20040203,000000,3.91,3.97,3.91,3.95,24127600,0
IBE.MC,D,20040204,000000,3.96,3.98,3.93,3.96,21381400,0
IBE.MC,D,20040205,000000,3.98,4.05,3.97,4.01,29567200,0
IBE.MC,D,20040206,000000,4.02,4.02,3.98,3.99,31043200,0
IBE.MC,D,20040209,000000,3.99,4.02,3.98,4.02,14668200,0
IBE.MC,D,20040210,000000,4.03,4.03,3.99,4.03,22555300,0
IBE.MC,D,20040211,000000,4.03,4.06,4.02,4.05,14688300,0
IBE.MC,D,20040212,000000,4.06,4.10,4.05,4.09,25031500,0
IBE.MC,D,20040213,000000,4.09,4.11,4.06,4.07,14926300,0
IBE.MC,D,20040216,000000,4.07,4.12,4.06,4.12,10121400,0
IBE.MC,D,20040217,000000,4.12,4.15,4.10,4.13,15858400,0
IBE.MC,D,20040218,000000,4.16,4.16,4.12,4.14,7823500,0
IBE.MC,D,20040219,000000,4.14,4.19,4.13,4.16,23079900,0
IBE.MC,D,20040220,000000,4.16,4.18,4.11,4.12,12448200,0
IBE.MC,D,20040223,000000,4.11,4.15,4.11,4.14,7893500,0
IBE.MC,D,20040224,000000,4.15,4.15,4.08,4.10,14550600,0
IBE.MC,D,20040225,000000,4.12,4.14,4.11,4.14,12199400,0
IBE.MC,D,20040226,000000,4.15,4.15,4.09,4.11,22980800,0
IBE.MC,D,20040227,000000,4.13,4.17,4.09,4.15,68624200,0
IBE.MC,D,20040301,000000,4.13,4.21,4.13,4.19,13329700,0
IBE.MC,D,20040302,000000,4.21,4.21,4.18,4.20,15819900,0
IBE.MC,D,20040303,000000,4.16,4.18,4.14,4.18,17067000,0
IBE.MC,D,20040304,000000,4.19,4.19,4.15,4.18,33375100,0
IBE.MC,D,20040305,000000,4.18,4.20,4.14,4.18,34221200,0
IBE.MC,D,20040308,000000,4.19,4.19,4.15,4.18,21639300,0
IBE.MC,D,20040309,000000,4.16,4.18,4.14,4.16,12396500,0
IBE.MC,D,20040310,000000,4.14,4.18,4.12,4.17,19390400,0
IBE.MC,D,20040311,000000,4.13,4.14,4.07,4.10,20761500,0
IBE.MC,D,20040312,000000,4.03,4.06,4.01,4.06,25472700,0
IBE.MC,D,20040315,000000,4.00,4.01,3.88,3.91,48962600,0
IBE.MC,D,20040316,000000,3.88,4.01,3.88,4.00,41746000,0
IBE.MC,D,20040317,000000,4.03,4.09,3.99,4.07,44071000,0
IBE.MC,D,20040318,000000,4.07,4.16,4.06,4.10,38864400,0
IBE.MC,D,20040319,000000,4.13,4.15,4.09,4.13,34503800,0
IBE.MC,D,20040322,000000,4.11,4.11,4.03,4.05,50469400,0
IBE.MC,D,20040323,000000,4.03,4.09,4.03,4.06,21859000,0
IBE.MC,D,20040324,000000,4.08,4.09,4.01,4.03,30483500,0
IBE.MC,D,20040325,000000,4.05,4.08,4.03,4.08,19836300,0
IBE.MC,D,20040326,000000,4.10,4.11,4.06,4.11,20410200,0
IBE.MC,D,20040329,000000,4.11,4.17,4.06,4.15,13161500,0
IBE.MC,D,20040330,000000,4.17,4.17,4.12,4.16,7699300,0
IBE.MC,D,20040331,000000,4.15,4.22,4.15,4.20,19884300,0
IBE.MC,D,20040401,000000,4.21,4.24,4.18,4.24,29896200,0
IBE.MC,D,20040402,000000,4.25,4.30,4.21,4.28,41023200,0
IBE.MC,D,20040405,000000,4.28,4.31,4.25,4.27,17612200,0
IBE.MC,D,20040406,000000,4.28,4.28,4.26,4.27,24630000,0
IBE.MC,D,20040407,000000,4.28,4.28,4.23,4.24,21709200,0
IBE.MC,D,20040408,000000,4.26,4.31,4.25,4.30,15371000,0
IBE.MC,D,20040409,000000,4.30,4.30,4.30,4.30,000,0
IBE.MC,D,20040412,000000,4.30,4.30,4.30,4.30,000,0
IBE.MC,D,20040413,000000,4.33,4.35,4.26,4.26,27114300,0
IBE.MC,D,20040414,000000,4.25,4.27,4.22,4.25,34308800,0
IBE.MC,D,20040415,000000,4.26,4.27,4.23,4.24,14211500,0
IBE.MC,D,20040416,000000,4.26,4.32,4.25,4.31,20049700,0
IBE.MC,D,20040419,000000,4.30,4.32,4.25,4.29,10098100,0
IBE.MC,D,20040420,000000,4.31,4.32,4.30,4.31,10962400,0
IBE.MC,D,20040421,000000,4.28,4.30,4.24,4.26,16513600,0
IBE.MC,D,20040422,000000,4.24,4.29,4.23,4.28,16041000,0
IBE.MC,D,20040423,000000,4.30,4.31,4.28,4.29,9079500,0
IBE.MC,D,20040426,000000,4.28,4.30,4.26,4.28,13547000,0
IBE.MC,D,20040427,000000,4.26,4.26,4.20,4.21,30254900,0
IBE.MC,D,20040428,000000,4.19,4.20,4.12,4.14,28891000,0
IBE.MC,D,20040429,000000,4.15,4.19,4.11,4.14,27742700,0
IBE.MC,D,20040430,000000,4.13,4.15,4.11,4.11,21616400,0
IBE.MC,D,20040503,000000,4.10,4.18,4.10,4.16,11482100,0
IBE.MC,D,20040504,000000,4.16,4.18,4.14,4.16,11955900,0
IBE.MC,D,20040505,000000,4.13,4.24,4.13,4.24,14063200,0
IBE.MC,D,20040506,000000,4.21,4.22,4.18,4.18,14932400,0
IBE.MC,D,20040507,000000,4.16,4.20,4.14,4.18,12018200,0
IBE.MC,D,20040510,000000,4.13,4.17,4.11,4.14,45975400,0
IBE.MC,D,20040511,000000,4.15,4.16,4.11,4.14,16432000,0
IBE.MC,D,20040512,000000,4.14,4.16,4.11,4.13,14299100,0
IBE.MC,D,20040513,000000,4.16,4.19,4.12,4.17,14777500,0
IBE.MC,D,20040514,000000,4.15,4.24,4.15,4.21,25977000,0
IBE.MC,D,20040517,000000,4.18,4.21,4.15,4.20,22544000,0
IBE.MC,D,20040518,000000,4.20,4.22,4.16,4.18,15276800,0
IBE.MC,D,20040519,000000,4.21,4.21,4.16,4.18,19285600,0
IBE.MC,D,20040520,000000,4.17,4.17,4.14,4.15,10171300,0
IBE.MC,D,20040521,000000,4.16,4.16,4.11,4.11,18996900,0
IBE.MC,D,20040524,000000,4.11,4.14,4.08,4.11,19954600,0
IBE.MC,D,20040525,000000,4.09,4.09,4.05,4.06,25982800,0
IBE.MC,D,20040526,000000,4.09,4.11,4.06,4.07,18981800,0
IBE.MC,D,20040527,000000,4.06,4.15,4.06,4.12,22018100,0
IBE.MC,D,20040528,000000,4.16,4.18,4.13,4.13,18205500,0
IBE.MC,D,20040531,000000,4.12,4.15,4.12,4.14,11589400,0
IBE.MC,D,20040601,000000,4.16,4.16,4.07,4.09,19250000,0
IBE.MC,D,20040602,000000,4.11,4.17,4.10,4.11,12551100,0
IBE.MC,D,20040603,000000,4.11,4.11,4.07,4.10,13447500,0
IBE.MC,D,20040604,000000,4.12,4.16,4.09,4.16,12265100,0
IBE.MC,D,20040607,000000,4.21,4.21,4.16,4.20,41558000,0
IBE.MC,D,20040608,000000,4.20,4.22,4.18,4.20,18710000,0
IBE.MC,D,20040609,000000,4.18,4.21,4.18,4.18,16011100,0
IBE.MC,D,20040610,000000,4.16,4.19,4.15,4.19,10801800,0
IBE.MC,D,20040611,000000,4.16,4.19,4.14,4.18,20382700,0
IBE.MC,D,20040614,000000,4.15,4.18,4.12,4.14,15736300,0
IBE.MC,D,20040615,000000,4.16,4.18,4.11,4.18,31185600,0
IBE.MC,D,20040616,000000,4.16,4.21,4.16,4.20,26630800,0
IBE.MC,D,20040617,000000,4.20,4.24,4.19,4.21,13490000,0
IBE.MC,D,20040618,000000,4.18,4.24,4.18,4.24,19867400,0
IBE.MC,D,20040621,000000,4.24,4.27,4.23,4.26,70483600,0
IBE.MC,D,20040622,000000,4.25,4.28,4.20,4.25,39645500,0
IBE.MC,D,20040623,000000,4.26,4.30,4.25,4.30,46372100,0
IBE.MC,D,20040624,000000,4.31,4.32,4.28,4.32,46922600,0
IBE.MC,D,20040625,000000,4.30,4.34,4.29,4.33,121938100,0
IBE.MC,D,20040628,000000,4.31,4.36,4.31,4.36,128419800,0
IBE.MC,D,20040629,000000,4.34,4.35,4.32,4.34,121378800,0
IBE.MC,D,20040630,000000,4.34,4.35,4.32,4.34,34772100,0
IBE.MC,D,20040701,000000,4.29,4.30,4.23,4.25,68404500,0
IBE.MC,D,20040702,000000,4.23,4.25,4.21,4.23,33898200,0
IBE.MC,D,20040705,000000,4.23,4.26,4.23,4.25,87930300,0
IBE.MC,D,20040706,000000,4.28,4.28,4.22,4.25,88609100,0
IBE.MC,D,20040707,000000,4.25,4.28,4.23,4.25,39205900,0
IBE.MC,D,20040708,000000,4.25,4.30,4.24,4.29,12625500,0
IBE.MC,D,20040709,000000,4.25,4.32,4.25,4.31,22144400,0
IBE.MC,D,20040712,000000,4.29,4.34,4.28,4.31,35507900,0
IBE.MC,D,20040713,000000,4.31,4.34,4.31,4.31,14769600,0
IBE.MC,D,20040714,000000,4.30,4.32,4.26,4.31,36486400,0
IBE.MC,D,20040715,000000,4.31,4.34,4.30,4.31,12522800,0
IBE.MC,D,20040716,000000,4.32,4.33,4.29,4.30,27526600,0
IBE.MC,D,20040719,000000,4.30,4.31,4.28,4.29,10820700,0
IBE.MC,D,20040720,000000,4.29,4.30,4.27,4.27,14589500,0
IBE.MC,D,20040721,000000,4.29,4.32,4.29,4.32,15728000,0
IBE.MC,D,20040722,000000,4.30,4.31,4.27,4.30,13257500,0
IBE.MC,D,20040723,000000,4.29,4.30,4.26,4.28,14470800,0
IBE.MC,D,20040726,000000,4.27,4.29,4.21,4.24,15911600,0
IBE.MC,D,20040727,000000,4.24,4.26,4.20,4.25,10595000,0
IBE.MC,D,20040728,000000,4.26,4.26,4.20,4.21,24551700,0
IBE.MC,D,20040729,000000,4.22,4.25,4.22,4.24,11188400,0
IBE.MC,D,20040730,000000,4.25,4.26,4.22,4.25,12541900,0
IBE.MC,D,20040802,000000,4.23,4.25,4.22,4.24,11010500,0
IBE.MC,D,20040803,000000,4.24,4.26,4.20,4.23,23503500,0
IBE.MC,D,20040804,000000,4.22,4.22,4.19,4.21,17626700,0
IBE.MC,D,20040805,000000,4.20,4.24,4.20,4.22,5386500,0
IBE.MC,D,20040806,000000,4.19,4.22,4.16,4.18,14730400,0
IBE.MC,D,20040809,000000,4.16,4.18,4.14,4.14,55676700,0
IBE.MC,D,20040810,000000,4.12,4.16,4.11,4.15,10423600,0
IBE.MC,D,20040811,000000,4.16,4.18,4.09,4.12,14879600,0
IBE.MC,D,20040812,000000,4.12,4.16,4.09,4.12,12541800,0
IBE.MC,D,20040813,000000,4.10,4.13,4.07,4.11,10477800,0
IBE.MC,D,20040816,000000,4.11,4.11,4.11,4.11,000,0
